PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Other endocrine disorders	endocrine system disease		Good	EFO_0001379	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other diseases of liver	liver disease		Medium	EFO_0001421	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other diseases of liver	alcoholic liver disease		Medium	EFO_0008573	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Primary disorders of muscles	Calcification of muscles		Medium	HP_0100249	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Primary disorders of muscles	Generalized weakness of limb muscles		Medium	HP_0009028	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pervasive developmental disorders	autism spectrum disorder		Good	EFO_0003756	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other cerebrovascular diseases	cerebrovascular disorder		Medium	EFO_0003763	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other cerebrovascular diseases	digestive system disease		Medium	EFO_0000405	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other diseases of gallbladder	gallbladder disease		Medium	EFO_0003832	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other diseases of gallbladder	digestive system disease		Medium	EFO_0000405	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pain	pain		Good	EFO_0003843	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture of spine level unspecified	femur fracture		Medium	EFO_0008553	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Fracture of spine level unspecified	Monteggia's fracture		Medium	EFO_1001811	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute hepatitis B	hepatitis C virus infection		Medium	EFO_0003047	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute hepatitis B	Hepatitis, Alcoholic		Medium	EFO_1001345	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Abnormalities of heart beat	Palpitations		Medium	HP_0001962	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Abnormalities of heart beat	Abnormality of the adrenal glands		Medium	HP_0000834	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Scoliosis	scoliosis		Good	EFO_0004273	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other congenital malformations of heart	congenital heart malformation		Good	EFO_0005269	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of tooth development and eruption	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Intracerebral haemorrhage	intracerebral hemorrhage		Medium	EFO_0005669	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Intracerebral haemorrhage	lobar intracerebral hemorrhage		Medium	EFO_0010177	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal detachments and breaks	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Tuberculosis of nervous system	central nervous system tuberculosis		Good	EFO_0007199	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute hepatitis A	hepatitis C virus infection		Medium	EFO_0003047	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute hepatitis A	Hepatitis, Alcoholic		Medium	EFO_1001345	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hookworm diseases	hookworm infectious disease		Good	EFO_0007314	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Female infertility	female infertility		Good	EFO_0008560	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sleep disorders	Sleep Disorder		Good	EFO_0008568	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Thiamine deficiency	Thiamine deficiency		Medium	EFO_0008569	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Thiamine deficiency	beriberi		Medium	EFO_1000837	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Viral conjunctivitis	viral conjunctivitis		Good	EFO_0008571	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Alcoholic liver disease	alcoholic liver disease		Good	EFO_0008573	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Spinal osteochondrosis	Spinal Osteochondrosis		Good	EFO_0008576	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of salivary glands	rare tumor of salivary glands		Medium	MONDO_0017166	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of salivary glands	Aplasia of lacrimal and salivary glands		Medium	Orphanet_86815	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gender identity disorders	gender identity disorder		Good	EFO_0008587	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Status asthmaticus	Status Asthmaticus		Good	EFO_0008590	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cystic kidney disease	Cystic Kidney Disease		Good	EFO_0008615	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Polyp of female genital tract	female genital tract polyp		Good	EFO_0008622	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Persistent mood	dysthymic disorder		Good	EFO_0008623	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of vitreous body	vitreous body disease		Medium	EFO_0008624	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of vitreous body	vitreous prolapse		Medium	EFO_0008625	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ovarian dysfunction	ovarian dysfunction		Good	EFO_0009003	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Granulomatous disorders of skin and subcutaneous tissue	skin disease		Good	EFO_0000701	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Excessive vomiting in pregnancy	nausea and vomiting of pregnancy severity measurement		Good	EFO_0009265	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hyperfunction of pituitary gland	adrenal gland hyperfunction		Good	EFO_1000797	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other nutritional deficiencies	nutritional disorder		Good	EFO_0001069	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other rheumatic heart diseases	rheumatic heart disease		Medium	EFO_1001161	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other rheumatic heart diseases	cardiovascular disease		Medium	EFO_0000319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other helminthiases	Other metabolic disease		Medium	Orphanet_91088	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other helminthiases	Other genetic epidermal disease		Medium	Orphanet_79360	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified viral infection of CNS	anthrax infection		Good	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diverticular disease of intestine	diverticular disease		Good	EFO_0009959	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Premature separation of placenta	Abruptio Placentae		Good	EFO_1001754	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retention of urine	Urinary retention		Medium	HP_0000016	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retention of urine	renal water retention		Medium	GO_0003092	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified urinary incontinence	urgency urinary incontinence		Good	EFO_0006865	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Isolated proteinuria	Proteinuria		Medium	HP_0000093	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Isolated proteinuria	Mild proteinuria		Medium	HP_0012595	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cleft palate	Cleft palate		Medium	HP_0000175	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cleft palate	cleft palate		Medium	MONDO_0016064	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hydrocephalus	Hydrocephalus		Good	HP_0000238	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual disturbances	Sleep Disorder		Medium	EFO_0008568	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual disturbances	disturbances of sensation of smell and taste		Medium	EFO_0009543	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified dementia	Alzheimer's disease		Good	EFO_0000249	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified haematuria	African		Medium	HANCESTRO_0010	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified haematuria	Asian		Medium	HANCESTRO_0008	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cholecystitis	Cholecystitis		Good	HP_0001082	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dystonia	Dystonia		Medium	HP_0001332	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dystonia	dystonic disorder		Medium	MONDO_0003441	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ascites	Ascites		Good	HP_0001541	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Iron deficiency anaemia	Iron deficiency anemia		Good	HP_0001891	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute renal failure	Acute kidney injury		Medium	HP_0001919	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute renal failure	acute kidney failure		Medium	MONDO_0002492	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nonspecific lymphadenitis	Lymphadenitis		Medium	HP_0002840	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nonspecific lymphadenitis	lymphadenitis (disease)		Medium	MONDO_0002052	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cachexia	Cachexia		Good	HP_0004326	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disseminated intravascular coagulation	Disseminated intravascular coagulation		Good	HP_0005521	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Senile cataract	cataract		Good	EFO_0001059	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Agranulocytosis	Agranulocytosis		Good	HP_0012234	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Helicobacter pylori	Helicobacter pylori		Good	NCBITaxon_210	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Reduction defects of lower limb	Dysostosis with combined reduction defects of upper and lower limbs		Medium	Orphanet_294957	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Reduction defects of lower limb	Genetic syndrome with limb reduction defects		Medium	Orphanet_404574	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Congenital hydrocephalus	Congenital hydrocephalus		Good	Orphanet_2185	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Immunodeficiency with predominantly antibody defects	Other immunodeficiency syndrome with predominantly antibody defects		Medium	Orphanet_331244	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Immunodeficiency with predominantly antibody defects	Immunodeficiency predominantly affecting antibody production		Medium	Orphanet_101977	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Congenital malformations of oesophagus	Abnormality of cardiovascular system morphology		Medium	HP_0030680	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Congenital malformations of oesophagus	congenital heart defects and skeletal malformations syndrome		Medium	MONDO_0060532	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Syndactyly	Non-syndromic syndactyly		Good	Orphanet_90025	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other congenital malformations of intestine	volvulus of midgut		Medium	MONDO_0008666	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other congenital malformations of intestine	intestinal atresia (disease)		Medium	MONDO_0001045	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Spondylosis	spondyloarthropathy		Good	EFO_0000706	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hypofunction and other disorders of pituitary gland	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other retinal disorders	psoriasis		Medium	EFO_0000676	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other retinal disorders	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Arterial embolism and thrombosis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Juvenile osteochondrosis of hip and pelvis	Legg-Calvé-Perthes disease		Good	Orphanet_2380	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Encephalitis myelitis and encephalomyelitis	encephalomyelitis		Good	EFO_0001423	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Atrial fibrillation and flutter	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dermatopolymyositis	dermatomyositis		Good	EFO_0000398	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lack of food	malnutrition		Good	EFO_0008572	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Inflammatory diseases of prostate	inflammatory skin disease		Medium	EFO_1000636	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Inflammatory diseases of prostate	inflammatory bowel disease		Medium	EFO_0003767	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic renal failure	stage 5 chronic kidney disease		Medium	EFO_0009909	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic renal failure	chronic kidney disease		Medium	EFO_0003884	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Postpolio syndrome	postpoliomyelitis syndrome		Good	EFO_0007454	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dementia in Alzheimer s disease	Alzheimer's disease		Medium	EFO_0000249	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dementia in Alzheimer s disease	late-onset Alzheimers disease		Medium	EFO_1001870	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of circulatory system in diseases classified elsewhere	cardiovascular disease		Medium	EFO_0000319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of circulatory system in diseases classified elsewhere	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Meningitis due to other causes	Escherichia coli meningitis		Good	EFO_1000929	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Gestational hypertension with significant proteinuria	preeclampsia		Good	EFO_0000668	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Respiratory disorders in diseases classified elsewhere	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Respiratory disorders in diseases classified elsewhere	cardiomyopathy		Medium	EFO_0000318	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vitamin B12 deficiency anaemia	vitamin B12 deficiency		Good	EFO_0000734	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified arthropod borne viral fever	viral encephalitis		Medium	EFO_0007538	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified arthropod borne viral fever	Arbovirus Infections		Medium	EFO_1001269	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	HIV disease resulting in infectious and parasitic diseases	parasitic infection		Good	EFO_0001067	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic ischaemic heart disease	chronic disease		Good	EFO_0009714	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to use of cocaine	mental or behavioural disorder		Medium	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to use of cocaine	mental or behavioural disorder biomarker		Medium	EFO_0006848	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign mammary dysplasia	breast fibrocystic disease		Medium	EFO_0003014	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign mammary dysplasia	benign		Medium	EFO_0002751	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Depressive episode	major depressive episode		Medium	EFO_0007634	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Depressive episode	depressive episode measurement		Medium	EFO_0007704	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Recurrent depressive disorder	major depressive disorder		Medium	MONDO_0002009	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Recurrent depressive disorder	depressive disorder		Medium	MONDO_0002050	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to use of tobacco	mental or behavioural disorder		Medium	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to use of tobacco	mental or behavioural disorder biomarker		Medium	EFO_0006848	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to use of alcohol	mental or behavioural disorder		Medium	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to use of alcohol	mental or behavioural disorder biomarker		Medium	EFO_0006848	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dorsalgia	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of globe	eyeball of camera-type eye		Medium	UBERON_0010230	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of globe	Disorders of vitamin D metabolism		Medium	Orphanet_289098	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
